step,bs_id,q,candidate_user_count,candidate_users,user_pressures,sorted_candidates,quantile_threshold,oma_users,noma_users,noma_clusters,cluster_sizes,oma_cluster_count,noma_cluster_count,users_in_noma_clusters,max_cluster_size_seen,top_pressure_1,top_pressure_2,top_pressure_3,top_pressure_4
1,BS1,0.9,4,"[""S1"", ""S2"", ""S3"", ""S4""]","{""S1"": 477127.0928008574, ""S2"": 519860.7889619179, ""S3"": 342627.8222195944, ""S4"": 426794.93411690305}","[{""pressure"": 519860.7889619179, ""user_id"": ""S2""}, {""pressure"": 477127.0928008574, ""user_id"": ""S1""}, {""pressure"": 426794.93411690305, ""user_id"": ""S4""}, {""pressure"": 342627.8222195944, ""user_id"": ""S3""}]",507040.68011359975,"[""S2""]","[""S1"", ""S4"", ""S3""]","[[""S1"", ""S4""], [""S3""]]","[1, 2, 1]",1,2,3,2,519860.7889619179,477127.0928008574,426794.93411690305,342627.8222195944
1,BS2,0.9,4,"[""S5"", ""S6"", ""S7"", ""S8""]","{""S5"": 790204.6471450494, ""S6"": 842232.6241608096, ""S7"": 158239.466564661, ""S8"": 354971.6016838263}","[{""pressure"": 842232.6241608096, ""user_id"": ""S6""}, {""pressure"": 790204.6471450494, ""user_id"": ""S5""}, {""pressure"": 354971.6016838263, ""user_id"": ""S8""}, {""pressure"": 158239.466564661, ""user_id"": ""S7""}]",826624.2310560815,"[""S6""]","[""S5"", ""S8"", ""S7""]","[[""S5"", ""S8""], [""S7""]]","[1, 2, 1]",1,2,3,2,842232.6241608096,790204.6471450494,354971.6016838263,158239.466564661
1,BS1,0.95,4,"[""S1"", ""S2"", ""S3"", ""S4""]","{""S1"": 477127.0928008574, ""S2"": 519860.7889619179, ""S3"": 342627.8222195944, ""S4"": 426794.93411690305}","[{""pressure"": 519860.7889619179, ""user_id"": ""S2""}, {""pressure"": 477127.0928008574, ""user_id"": ""S1""}, {""pressure"": 426794.93411690305, ""user_id"": ""S4""}, {""pressure"": 342627.8222195944, ""user_id"": ""S3""}]",513450.7345377588,"[""S2""]","[""S1"", ""S4"", ""S3""]","[[""S1"", ""S4""], [""S3""]]","[1, 2, 1]",1,2,3,2,519860.7889619179,477127.0928008574,426794.93411690305,342627.8222195944
1,BS2,0.95,4,"[""S5"", ""S6"", ""S7"", ""S8""]","{""S5"": 790204.6471450494, ""S6"": 842232.6241608096, ""S7"": 158239.466564661, ""S8"": 354971.6016838263}","[{""pressure"": 842232.6241608096, ""user_id"": ""S6""}, {""pressure"": 790204.6471450494, ""user_id"": ""S5""}, {""pressure"": 354971.6016838263, ""user_id"": ""S8""}, {""pressure"": 158239.466564661, ""user_id"": ""S7""}]",834428.4276084455,"[""S6""]","[""S5"", ""S8"", ""S7""]","[[""S5"", ""S8""], [""S7""]]","[1, 2, 1]",1,2,3,2,842232.6241608096,790204.6471450494,354971.6016838263,158239.466564661
2,BS1,0.8,4,"[""S1"", ""S2"", ""S3"", ""S4""]","{""S1"": 547526.9887900732, ""S2"": 312340.8516266156, ""S3"": 216351.88997661235, ""S4"": 314088.23493869003}","[{""pressure"": 547526.9887900732, ""user_id"": ""S1""}, {""pressure"": 314088.23493869003, ""user_id"": ""S4""}, {""pressure"": 312340.8516266156, ""user_id"": ""S2""}, {""pressure"": 216351.88997661235, ""user_id"": ""S3""}]",407463.7364792434,"[""S1""]","[""S4"", ""S2"", ""S3""]","[[""S4"", ""S2""], [""S3""]]","[1, 2, 1]",1,2,3,2,547526.9887900732,314088.23493869003,312340.8516266156,216351.88997661235
2,BS2,0.8,4,"[""S5"", ""S6"", ""S7"", ""S8""]","{""S5"": 283663.77386200335, ""S6"": 292925.9031825843, ""S7"": 325178.0598000464, ""S8"": 626544.4577849774}","[{""pressure"": 626544.4577849774, ""user_id"": ""S8""}, {""pressure"": 325178.0598000464, ""user_id"": ""S7""}, {""pressure"": 292925.9031825843, ""user_id"": ""S6""}, {""pressure"": 283663.77386200335, ""user_id"": ""S5""}]",445724.6189940189,"[""S8""]","[""S7"", ""S6"", ""S5""]","[[""S7"", ""S6""], [""S5""]]","[1, 2, 1]",1,2,3,2,626544.4577849774,325178.0598000464,292925.9031825843,283663.77386200335
2,BS1,0.85,4,"[""S1"", ""S2"", ""S3"", ""S4""]","{""S1"": 547526.9887900732, ""S2"": 312340.8516266156, ""S3"": 216351.88997661235, ""S4"": 314088.23493869003}","[{""pressure"": 547526.9887900732, ""user_id"": ""S1""}, {""pressure"": 314088.23493869003, ""user_id"": ""S4""}, {""pressure"": 312340.8516266156, ""user_id"": ""S2""}, {""pressure"": 216351.88997661235, ""user_id"": ""S3""}]",442479.54955695075,"[""S1""]","[""S4"", ""S2"", ""S3""]","[[""S4"", ""S2""], [""S3""]]","[1, 2, 1]",1,2,3,2,547526.9887900732,314088.23493869003,312340.8516266156,216351.88997661235
2,BS2,0.85,4,"[""S5"", ""S6"", ""S7"", ""S8""]","{""S5"": 283663.77386200335, ""S6"": 292925.9031825843, ""S7"": 325178.0598000464, ""S8"": 626544.4577849774}","[{""pressure"": 626544.4577849774, ""user_id"": ""S8""}, {""pressure"": 325178.0598000464, ""user_id"": ""S7""}, {""pressure"": 292925.9031825843, ""user_id"": ""S6""}, {""pressure"": 283663.77386200335, ""user_id"": ""S5""}]",490929.5786917584,"[""S8""]","[""S7"", ""S6"", ""S5""]","[[""S7"", ""S6""], [""S5""]]","[1, 2, 1]",1,2,3,2,626544.4577849774,325178.0598000464,292925.9031825843,283663.77386200335
2,BS1,0.9,4,"[""S1"", ""S2"", ""S3"", ""S4""]","{""S1"": 547526.9887900732, ""S2"": 312340.8516266156, ""S3"": 216351.88997661235, ""S4"": 314088.23493869003}","[{""pressure"": 547526.9887900732, ""user_id"": ""S1""}, {""pressure"": 314088.23493869003, ""user_id"": ""S4""}, {""pressure"": 312340.8516266156, ""user_id"": ""S2""}, {""pressure"": 216351.88997661235, ""user_id"": ""S3""}]",477495.3626346583,"[""S1""]","[""S4"", ""S2"", ""S3""]","[[""S4"", ""S2""], [""S3""]]","[1, 2, 1]",1,2,3,2,547526.9887900732,314088.23493869003,312340.8516266156,216351.88997661235
2,BS2,0.9,4,"[""S5"", ""S6"", ""S7"", ""S8""]","{""S5"": 283663.77386200335, ""S6"": 292925.9031825843, ""S7"": 325178.0598000464, ""S8"": 626544.4577849774}","[{""pressure"": 626544.4577849774, ""user_id"": ""S8""}, {""pressure"": 325178.0598000464, ""user_id"": ""S7""}, {""pressure"": 292925.9031825843, ""user_id"": ""S6""}, {""pressure"": 283663.77386200335, ""user_id"": ""S5""}]",536134.5383894981,"[""S8""]","[""S7"", ""S6"", ""S5""]","[[""S7"", ""S6""], [""S5""]]","[1, 2, 1]",1,2,3,2,626544.4577849774,325178.0598000464,292925.9031825843,283663.77386200335
2,BS1,0.95,4,"[""S1"", ""S2"", ""S3"", ""S4""]","{""S1"": 547526.9887900732, ""S2"": 312340.8516266156, ""S3"": 216351.88997661235, ""S4"": 314088.23493869003}","[{""pressure"": 547526.9887900732, ""user_id"": ""S1""}, {""pressure"": 314088.23493869003, ""user_id"": ""S4""}, {""pressure"": 312340.8516266156, ""user_id"": ""S2""}, {""pressure"": 216351.88997661235, ""user_id"": ""S3""}]",512511.17571236566,"[""S1""]","[""S4"", ""S2"", ""S3""]","[[""S4"", ""S2""], [""S3""]]","[1, 2, 1]",1,2,3,2,547526.9887900732,314088.23493869003,312340.8516266156,216351.88997661235
2,BS2,0.95,4,"[""S5"", ""S6"", ""S7"", ""S8""]","{""S5"": 283663.77386200335, ""S6"": 292925.9031825843, ""S7"": 325178.0598000464, ""S8"": 626544.4577849774}","[{""pressure"": 626544.4577849774, ""user_id"": ""S8""}, {""pressure"": 325178.0598000464, ""user_id"": ""S7""}, {""pressure"": 292925.9031825843, ""user_id"": ""S6""}, {""pressure"": 283663.77386200335, ""user_id"": ""S5""}]",581339.4980872376,"[""S8""]","[""S7"", ""S6"", ""S5""]","[[""S7"", ""S6""], [""S5""]]","[1, 2, 1]",1,2,3,2,626544.4577849774,325178.0598000464,292925.9031825843,283663.77386200335
3,BS1,0.8,4,"[""S1"", ""S2"", ""S3"", ""S4""]","{""S1"": 180422.5623098027, ""S2"": 137618.24681999045, ""S3"": 511889.4179586719, ""S4"": 318776.1999736454}","[{""pressure"": 511889.4179586719, ""user_id"": ""S3""}, {""pressure"": 318776.1999736454, ""user_id"": ""S4""}, {""pressure"": 180422.5623098027, ""user_id"": ""S1""}, {""pressure"": 137618.24681999045, ""user_id"": ""S2""}]",396021.4871676561,"[""S3""]","[""S4"", ""S1"", ""S2""]","[[""S4"", ""S1""], [""S2""]]","[1, 2, 1]",1,2,3,2,511889.4179586719,318776.1999736454,180422.5623098027,137618.24681999045
3,BS2,0.8,4,"[""S5"", ""S6"", ""S7"", ""S8""]","{""S5"": 302439.5708768781, ""S6"": 341027.83864053787, ""S7"": 540604.7390077172, ""S8"": 713047.2149435659}","[{""pressure"": 713047.2149435659, ""user_id"": ""S8""}, {""pressure"": 540604.7390077172, ""user_id"": ""S7""}, {""pressure"": 341027.83864053787, ""user_id"": ""S6""}, {""pressure"": 302439.5708768781, ""user_id"": ""S5""}]",609581.7293820567,"[""S8""]","[""S7"", ""S6"", ""S5""]","[[""S7"", ""S6""], [""S5""]]","[1, 2, 1]",1,2,3,2,713047.2149435659,540604.7390077172,341027.83864053787,302439.5708768781
3,BS1,0.85,4,"[""S1"", ""S2"", ""S3"", ""S4""]","{""S1"": 180422.5623098027, ""S2"": 137618.24681999045, ""S3"": 511889.4179586719, ""S4"": 318776.1999736454}","[{""pressure"": 511889.4179586719, ""user_id"": ""S3""}, {""pressure"": 318776.1999736454, ""user_id"": ""S4""}, {""pressure"": 180422.5623098027, ""user_id"": ""S1""}, {""pressure"": 137618.24681999045, ""user_id"": ""S2""}]",424988.46986540995,"[""S3""]","[""S4"", ""S1"", ""S2""]","[[""S4"", ""S1""], [""S2""]]","[1, 2, 1]",1,2,3,2,511889.4179586719,318776.1999736454,180422.5623098027,137618.24681999045
3,BS2,0.85,4,"[""S5"", ""S6"", ""S7"", ""S8""]","{""S5"": 302439.5708768781, ""S6"": 341027.83864053787, ""S7"": 540604.7390077172, ""S8"": 713047.2149435659}","[{""pressure"": 713047.2149435659, ""user_id"": ""S8""}, {""pressure"": 540604.7390077172, ""user_id"": ""S7""}, {""pressure"": 341027.83864053787, ""user_id"": ""S6""}, {""pressure"": 302439.5708768781, ""user_id"": ""S5""}]",635448.1007724339,"[""S8""]","[""S7"", ""S6"", ""S5""]","[[""S7"", ""S6""], [""S5""]]","[1, 2, 1]",1,2,3,2,713047.2149435659,540604.7390077172,341027.83864053787,302439.5708768781
3,BS1,0.9,4,"[""S1"", ""S2"", ""S3"", ""S4""]","{""S1"": 180422.5623098027, ""S2"": 137618.24681999045, ""S3"": 511889.4179586719, ""S4"": 318776.1999736454}","[{""pressure"": 511889.4179586719, ""user_id"": ""S3""}, {""pressure"": 318776.1999736454, ""user_id"": ""S4""}, {""pressure"": 180422.5623098027, ""user_id"": ""S1""}, {""pressure"": 137618.24681999045, ""user_id"": ""S2""}]",453955.452563164,"[""S3""]","[""S4"", ""S1"", ""S2""]","[[""S4"", ""S1""], [""S2""]]","[1, 2, 1]",1,2,3,2,511889.4179586719,318776.1999736454,180422.5623098027,137618.24681999045
3,BS2,0.9,4,"[""S5"", ""S6"", ""S7"", ""S8""]","{""S5"": 302439.5708768781, ""S6"": 341027.83864053787, ""S7"": 540604.7390077172, ""S8"": 713047.2149435659}","[{""pressure"": 713047.2149435659, ""user_id"": ""S8""}, {""pressure"": 540604.7390077172, ""user_id"": ""S7""}, {""pressure"": 341027.83864053787, ""user_id"": ""S6""}, {""pressure"": 302439.5708768781, ""user_id"": ""S5""}]",661314.4721628113,"[""S8""]","[""S7"", ""S6"", ""S5""]","[[""S7"", ""S6""], [""S5""]]","[1, 2, 1]",1,2,3,2,713047.2149435659,540604.7390077172,341027.83864053787,302439.5708768781
3,BS1,0.95,4,"[""S1"", ""S2"", ""S3"", ""S4""]","{""S1"": 180422.5623098027, ""S2"": 137618.24681999045, ""S3"": 511889.4179586719, ""S4"": 318776.1999736454}","[{""pressure"": 511889.4179586719, ""user_id"": ""S3""}, {""pressure"": 318776.1999736454, ""user_id"": ""S4""}, {""pressure"": 180422.5623098027, ""user_id"": ""S1""}, {""pressure"": 137618.24681999045, ""user_id"": ""S2""}]",482922.4352609179,"[""S3""]","[""S4"", ""S1"", ""S2""]","[[""S4"", ""S1""], [""S2""]]","[1, 2, 1]",1,2,3,2,511889.4179586719,318776.1999736454,180422.5623098027,137618.24681999045
3,BS2,0.95,4,"[""S5"", ""S6"", ""S7"", ""S8""]","{""S5"": 302439.5708768781, ""S6"": 341027.83864053787, ""S7"": 540604.7390077172, ""S8"": 713047.2149435659}","[{""pressure"": 713047.2149435659, ""user_id"": ""S8""}, {""pressure"": 540604.7390077172, ""user_id"": ""S7""}, {""pressure"": 341027.83864053787, ""user_id"": ""S6""}, {""pressure"": 302439.5708768781, ""user_id"": ""S5""}]",687180.8435531885,"[""S8""]","[""S7"", ""S6"", ""S5""]","[[""S7"", ""S6""], [""S5""]]","[1, 2, 1]",1,2,3,2,713047.2149435659,540604.7390077172,341027.83864053787,302439.5708768781
4,BS1,0.8,4,"[""S1"", ""S2"", ""S3"", ""S4""]","{""S1"": 396118.02808983304, ""S2"": 225531.5642712794, ""S3"": 385153.25923628843, ""S4"": 308108.09175510186}","[{""pressure"": 396118.02808983304, ""user_id"": ""S1""}, {""pressure"": 385153.25923628843, ""user_id"": ""S3""}, {""pressure"": 308108.09175510186, ""user_id"": ""S4""}, {""pressure"": 225531.5642712794, ""user_id"": ""S2""}]",389539.1667777063,"[""S1""]","[""S3"", ""S4"", ""S2""]","[[""S3"", ""S4""], [""S2""]]","[1, 2, 1]",1,2,3,2,396118.02808983304,385153.25923628843,308108.09175510186,225531.5642712794
4,BS2,0.8,4,"[""S5"", ""S6"", ""S7"", ""S8""]","{""S5"": 306924.5582001575, ""S6"": 472098.17592837417, ""S7"": 679888.2066040135, ""S8"": 363039.58135917154}","[{""pressure"": 679888.2066040135, ""user_id"": ""S7""}, {""pressure"": 472098.17592837417, ""user_id"": ""S6""}, {""pressure"": 363039.58135917154, ""user_id"": ""S8""}, {""pressure"": 306924.5582001575, ""user_id"": ""S5""}]",555214.18819863,"[""S7""]","[""S6"", ""S8"", ""S5""]","[[""S6"", ""S8""], [""S5""]]","[1, 2, 1]",1,2,3,2,679888.2066040135,472098.17592837417,363039.58135917154,306924.5582001575
4,BS1,0.85,4,"[""S1"", ""S2"", ""S3"", ""S4""]","{""S1"": 396118.02808983304, ""S2"": 225531.5642712794, ""S3"": 385153.25923628843, ""S4"": 308108.09175510186}","[{""pressure"": 396118.02808983304, ""user_id"": ""S1""}, {""pressure"": 385153.25923628843, ""user_id"": ""S3""}, {""pressure"": 308108.09175510186, ""user_id"": ""S4""}, {""pressure"": 225531.5642712794, ""user_id"": ""S2""}]",391183.882105738,"[""S1""]","[""S3"", ""S4"", ""S2""]","[[""S3"", ""S4""], [""S2""]]","[1, 2, 1]",1,2,3,2,396118.02808983304,385153.25923628843,308108.09175510186,225531.5642712794
4,BS2,0.85,4,"[""S5"", ""S6"", ""S7"", ""S8""]","{""S5"": 306924.5582001575, ""S6"": 472098.17592837417, ""S7"": 679888.2066040135, ""S8"": 363039.58135917154}","[{""pressure"": 679888.2066040135, ""user_id"": ""S7""}, {""pressure"": 472098.17592837417, ""user_id"": ""S6""}, {""pressure"": 363039.58135917154, ""user_id"": ""S8""}, {""pressure"": 306924.5582001575, ""user_id"": ""S5""}]",586382.6927999757,"[""S7""]","[""S6"", ""S8"", ""S5""]","[[""S6"", ""S8""], [""S5""]]","[1, 2, 1]",1,2,3,2,679888.2066040135,472098.17592837417,363039.58135917154,306924.5582001575
4,BS1,0.9,4,"[""S1"", ""S2"", ""S3"", ""S4""]","{""S1"": 396118.02808983304, ""S2"": 225531.5642712794, ""S3"": 385153.25923628843, ""S4"": 308108.09175510186}","[{""pressure"": 396118.02808983304, ""user_id"": ""S1""}, {""pressure"": 385153.25923628843, ""user_id"": ""S3""}, {""pressure"": 308108.09175510186, ""user_id"": ""S4""}, {""pressure"": 225531.5642712794, ""user_id"": ""S2""}]",392828.59743376967,"[""S1""]","[""S3"", ""S4"", ""S2""]","[[""S3"", ""S4""], [""S2""]]","[1, 2, 1]",1,2,3,2,396118.02808983304,385153.25923628843,308108.09175510186,225531.5642712794
4,BS2,0.9,4,"[""S5"", ""S6"", ""S7"", ""S8""]","{""S5"": 306924.5582001575, ""S6"": 472098.17592837417, ""S7"": 679888.2066040135, ""S8"": 363039.58135917154}","[{""pressure"": 679888.2066040135, ""user_id"": ""S7""}, {""pressure"": 472098.17592837417, ""user_id"": ""S6""}, {""pressure"": 363039.58135917154, ""user_id"": ""S8""}, {""pressure"": 306924.5582001575, ""user_id"": ""S5""}]",617551.1974013217,"[""S7""]","[""S6"", ""S8"", ""S5""]","[[""S6"", ""S8""], [""S5""]]","[1, 2, 1]",1,2,3,2,679888.2066040135,472098.17592837417,363039.58135917154,306924.5582001575
4,BS1,0.95,4,"[""S1"", ""S2"", ""S3"", ""S4""]","{""S1"": 396118.02808983304, ""S2"": 225531.5642712794, ""S3"": 385153.25923628843, ""S4"": 308108.09175510186}","[{""pressure"": 396118.02808983304, ""user_id"": ""S1""}, {""pressure"": 385153.25923628843, ""user_id"": ""S3""}, {""pressure"": 308108.09175510186, ""user_id"": ""S4""}, {""pressure"": 225531.5642712794, ""user_id"": ""S2""}]",394473.31276180135,"[""S1""]","[""S3"", ""S4"", ""S2""]","[[""S3"", ""S4""], [""S2""]]","[1, 2, 1]",1,2,3,2,396118.02808983304,385153.25923628843,308108.09175510186,225531.5642712794
4,BS2,0.95,4,"[""S5"", ""S6"", ""S7"", ""S8""]","{""S5"": 306924.5582001575, ""S6"": 472098.17592837417, ""S7"": 679888.2066040135, ""S8"": 363039.58135917154}","[{""pressure"": 679888.2066040135, ""user_id"": ""S7""}, {""pressure"": 472098.17592837417, ""user_id"": ""S6""}, {""pressure"": 363039.58135917154, ""user_id"": ""S8""}, {""pressure"": 306924.5582001575, ""user_id"": ""S5""}]",648719.7020026675,"[""S7""]","[""S6"", ""S8"", ""S5""]","[[""S6"", ""S8""], [""S5""]]","[1, 2, 1]",1,2,3,2,679888.2066040135,472098.17592837417,363039.58135917154,306924.5582001575
5,BS1,0.8,4,"[""S1"", ""S2"", ""S3"", ""S4""]","{""S1"": 681531.0653102265, ""S2"": 304281.3638574671, ""S3"": 478618.06655339117, ""S4"": 520771.6487923119}","[{""pressure"": 681531.0653102265, ""user_id"": ""S1""}, {""pressure"": 520771.6487923119, ""user_id"": ""S4""}, {""pressure"": 478618.06655339117, ""user_id"": ""S3""}, {""pressure"": 304281.3638574671, ""user_id"": ""S2""}]",585075.4153994778,"[""S1""]","[""S4"", ""S3"", ""S2""]","[[""S4"", ""S3""], [""S2""]]","[1, 2, 1]",1,2,3,2,681531.0653102265,520771.6487923119,478618.06655339117,304281.3638574671
5,BS2,0.8,4,"[""S5"", ""S6"", ""S7"", ""S8""]","{""S5"": 315554.905917689, ""S6"": 438557.15022419585, ""S7"": 328458.2619824117, ""S8"": 595082.640780184}","[{""pressure"": 595082.640780184, ""user_id"": ""S8""}, {""pressure"": 438557.15022419585, ""user_id"": ""S6""}, {""pressure"": 328458.2619824117, ""user_id"": ""S7""}, {""pressure"": 315554.905917689, ""user_id"": ""S5""}]",501167.34644659114,"[""S8""]","[""S6"", ""S7"", ""S5""]","[[""S6"", ""S7""], [""S5""]]","[1, 2, 1]",1,2,3,2,595082.640780184,438557.15022419585,328458.2619824117,315554.905917689
5,BS1,0.85,4,"[""S1"", ""S2"", ""S3"", ""S4""]","{""S1"": 681531.0653102265, ""S2"": 304281.3638574671, ""S3"": 478618.06655339117, ""S4"": 520771.6487923119}","[{""pressure"": 681531.0653102265, ""user_id"": ""S1""}, {""pressure"": 520771.6487923119, ""user_id"": ""S4""}, {""pressure"": 478618.06655339117, ""user_id"": ""S3""}, {""pressure"": 304281.3638574671, ""user_id"": ""S2""}]",609189.3278771649,"[""S1""]","[""S4"", ""S3"", ""S2""]","[[""S4"", ""S3""], [""S2""]]","[1, 2, 1]",1,2,3,2,681531.0653102265,520771.6487923119,478618.06655339117,304281.3638574671
